VideoID,VideoLink,ChannelID,ChannelName,ChannelType,VideoTitle,Likes,Subscribers,Views,PublishTime,Duration,Comments,Type
s6YtjrjpScA,https://www.youtube.com/watch?v=s6YtjrjpScA,UClNSsJfKjlv4Pf3jW0TOkEw,Máy đo huyết áp - Máy đo huyết áp điện tử,Personal,Máy đo đường huyết - Máy đo tiểu đường - Máy đo đái tháo đường  - Sử dụng máy đo đường huyết tại nhà,210,10500,17513,2021-11-10T01:20:35Z,20M20S,67,2
j5P0ITT4pL0,https://www.youtube.com/watch?v=j5P0ITT4pL0,UCufmS96okVcbmOrF8CacCKg,Bác sĩ Hoa,Personal,5 cách giúp THẬN khoẻ hơn mỗi ngày từ bữa ăn của người NHẬT#bacsihoa#shortvideo,276,29500,6643,2025-08-12T04:00:58Z,1M58S,14,2
49-pKW1oovY,https://www.youtube.com/watch?v=49-pKW1oovY,UCreOW7bVNrua4UzyIpK4ovA,TUELINH VN,Personal,"MỠ MÁU CAO, ĐƯỜNG HUYẾT TĂNG. ĐỪNG ĐỂ ""NGẤM NGẦM"" MÀ SINH CHUYỆN#momaucao#tieuduong#diatema",0,11,2,2025-08-11T02:47:20Z,1M26S,0,2
twY-9B39RVs,https://www.youtube.com/watch?v=twY-9B39RVs,UCB-WykNPJRObP3c3beiBv2Q,60 70 80 sống khỏe,Personal,TOP 3 LOẠI ĐẬU GIÀU CHẤT XƠ GIÚP ỔN ĐỊNH ĐƯỜNG HUYẾT - SỨC KHỎE NGƯỜI CAO TUỔI,23,42500,776,2025-08-12T00:41:02Z,43M59S,0,2
UMJZTgH7XBY,https://www.youtube.com/watch?v=UMJZTgH7XBY,UCZLFJ2m4mOpSBJn4IG0UztA,Lắng Nghe Cuộc Sống ,Personal,"Giảm mỡ bụng, hạ đường huyết không tốn tiền với cách nấu cơm ít calo: “Cho 1 muỗng khi nấu tuổi già",2167,83900,103334,2025-05-29T02:00:25Z,20M56S,116,2
rR-EYlsUlts,https://www.youtube.com/watch?v=rR-EYlsUlts,UCO-ew2jukUacGscjB7fg4BQ,Bác Sĩ Của Tuổi Già,Personal,"Người Cao Tuổi: 9 Loại Sữa Giàu Protein Và Canxi Gấp 80 Lần Hải Sản – Giúp Ngừa Tay Tê, Chân Yếu!",400,18500,17885,2025-08-12T11:01:39Z,35M50S,15,2
Gt8xGMQnorE,https://www.youtube.com/watch?v=Gt8xGMQnorE,UCo_cChwxD08WblQFEqJwi6g,SỐNG KHOẺ RADIO 365,Personal,Giảm Đường Huyết Tự Nhiên: 7 Thực Phẩm “Vàng” Cho Người Tiểu Đường,7,4540,191,2025-07-19T03:00:47Z,25M17S,3,2
UdUzXpKHzo4,https://www.youtube.com/watch?v=UdUzXpKHzo4,UCo_cChwxD08WblQFEqJwi6g,SỐNG KHOẺ RADIO 365,Personal,"Giảm mỡ bụng,ổn định đường huyết không tốn tiền với cách nấu cơm ít calo: “Cho 1 muỗng khi nấu""!",39,4540,2520,2025-08-08T10:50:25Z,19M5S,4,2
XHi1NzzLFFI,https://www.youtube.com/watch?v=XHi1NzzLFFI,UCMeyp4i8uwvtVm9ad_kFTtg,Sức Khỏe Vàng 68,Personal,Bí Quyết Giữ Gìn Sức Khỏe Toàn Diện | Sức khỏe vàng #ChămSócSứcKhỏe #BảoVệSứcKhỏe #SốngKhỏeMỗiNgày,107,39300,37913,2025-08-11T05:00:37Z,9S,1,2
OPilG1VTlNM,https://www.youtube.com/watch?v=OPilG1VTlNM,UCwRXS3mgmoEYkFXxOYcMdFg,Radio 247,Personal,BÍ MẬT 7 Loại Trái Cây Hạ Đường Huyết Bác Sĩ Mới Tiết Lộ,20,129000,2430,2025-08-10T06:00:28Z,21M51S,3,2
3f75nhOlWx0,https://www.youtube.com/watch?v=3f75nhOlWx0,UCmHWb94bi1kE3HejRRfmHLg,Hi Phim,Personal,Anh Chàng Giao Hàng Đi Lạc Đường Nào Ngờ Được Cao Nhân Bí Ẩn Sắp Qua Đời Truyền Lại Toàn Bộ Tu Vi,258,975000,29851,2025-08-11T10:08:00Z,1H40M32S,9,2
uLdd0_jtOWk,https://www.youtube.com/watch?v=uLdd0_jtOWk,UCsuR30z1rzuX3pEu22sDMqA,Vua Phim,Personal,"Tên Ăn Mày Sắp Chết Đói, Được Ông Lão Chiến Thần Nhặt Lên Núi Dạy Võ 5 Năm Trở Về Báo Thù Diệt Môn",839,2070000,193559,2025-08-04T07:48:52Z,1H41M50S,19,2
wjieyVGmwh4,https://www.youtube.com/watch?v=wjieyVGmwh4,UCMeyp4i8uwvtVm9ad_kFTtg,Sức Khỏe Vàng 68,Personal,Bí Quyết Giữ Gìn Sức Khỏe Toàn Diện | Sức khỏe vàng #ChămSócSứcKhỏe #BảoVệSứcKhỏe #SốngKhỏeMỗiNgày,52,39300,15761,2025-08-12T03:01:08Z,9S,1,2
0O7SqmvMOmw,https://www.youtube.com/watch?v=0O7SqmvMOmw,UCZRUrG90OcM54Sl-gkHdpFQ,Bác Sĩ Tiểu Đường,Personal,"Người TIỂU ĐƯỜNG Cứ Ăn 5 MÓN Này THAY CƠM ĐƯỜNG HUYẾT Tự Giảm, Không Lo Biến Chứng TIỂU ĐƯỜNG!",239,16300,9055,2025-08-08T11:30:03Z,28M3S,49,2
9Pa416n5bi8,https://www.youtube.com/watch?v=9Pa416n5bi8,UCoqA9gHM164me0_3OCZ_euQ,Khỏe Mỗi Ngày Tuổi 60,Personal,Người Tiểu Đường: 5 Thủ Phạm Khiến Đường Huyết Tăng Vọt - Nguy Cơ Gây Biến Chứng Cao!,7,16900,466,2025-08-13T04:08:15Z,35M,3,2
oMRzQfUCwss,https://www.youtube.com/watch?v=oMRzQfUCwss,UCTGBpkQFCo0ixkj3EGFUVYg,OneTV,Personal,Nhóc Ăn Mày Cả Nhà Bị Diệt Bò Lếch Ăn Xin Được Chiến Thần Nhặt Lên Núi Dạy Võ Thành Chiến Thần,722,3640000,195259,2025-08-06T13:01:42Z,1H46M51S,25,2
1QD2gFDv1Wc,https://www.youtube.com/watch?v=1QD2gFDv1Wc,UCoJTS39hzuPGkV59q-bK2ZQ,Vui Khoẻ Tuổi Già,Personal,Mỡ Máu Cao: Kẻ Giết Người Thầm Lặng – 90% Người Trên 40 Tuổi Không Hề Biết.,1,0,85,2025-08-11T10:56:47Z,14M8S,0,2
lQY3AVebUBI,https://www.youtube.com/watch?v=lQY3AVebUBI,UCAZ7VCF4WQzk_cCni8s0lHw,Sống Khỏe Tâm An ,Personal,Người Tiểu Đường: 5 Loại Trái Cây Giúp Hạ Đường Huyết An Toàn – Bác Sĩ Khuyên Ăn Mỗi Ngày,1,1530,3,2025-08-11T12:02:23Z,9M29S,0,2
z6aka9xtvXo,https://www.youtube.com/watch?v=z6aka9xtvXo,UCSokK8Vw8GFo_-OPHu8nVFQ,Ngôi Nhà Sức Khỏe,Personal,"Sạch Ngay MỠ MÁU, Khỏi Hẳn TIỂU ĐƯỜNG Nhờ Ăn 10 Loại Trái Cây Tốt Cho Sức Khỏe Người Cao Tuổi",5,2230,244,2025-08-13T05:01:05Z,18M1S,0,2
7GX52apZ9ZU,https://www.youtube.com/watch?v=7GX52apZ9ZU,UCZRUrG90OcM54Sl-gkHdpFQ,Bác Sĩ Tiểu Đường,Personal,"5 Loại TRÀ TỰ NHIÊN “HÚT SẠCH” ĐƯỜNG Trong Máu, Không Tăng ĐƯỜNG HUYẾT, Cực Tốt Cho Người TIỂU ĐƯỜNG",123,16300,6468,2025-08-11T11:30:08Z,24M49S,25,2
UcFRavOPs-k,https://www.youtube.com/watch?v=UcFRavOPs-k,UCO-ew2jukUacGscjB7fg4BQ,Bác Sĩ Của Tuổi Già,Personal,"Người Cao Tuổi: Chân Yếu, Cơ Teo Dần? Tuyệt Đối Tránh Xa 7 Loại Trái Cây Này – Và 5 Loại Nên Ăn!",573,18500,19718,2025-08-07T11:01:01Z,36M22S,54,2
xPz9KO_QJbI,https://www.youtube.com/watch?v=xPz9KO_QJbI,UCO-ew2jukUacGscjB7fg4BQ,Bác Sĩ Của Tuổi Già,Personal,"Người Cao Tuổi: Nên Ăn Gì Trước Khi Ngủ? 7 Món Đơn Giản Đẩy Lùi Teo Cơ, Tê Tay, Yếu Chân Hiệu Quả!",776,18500,29687,2025-08-09T11:01:41Z,34M3S,50,2
593f7iH5Jxw,https://www.youtube.com/watch?v=593f7iH5Jxw,UCufmS96okVcbmOrF8CacCKg,Bác sĩ Hoa,Personal,Tác dụng HẠ ĐƯỜNG HUYẾT của BERBERIN mà bạn chưa biết #duonghuyet #bacsihoa #shortvideo,35,29500,1409,2025-08-13T04:00:07Z,35S,2,2
9hQrOm2F8GY,https://www.youtube.com/watch?v=9hQrOm2F8GY,UCZRUrG90OcM54Sl-gkHdpFQ,Bác Sĩ Tiểu Đường,Personal,Chỉ Cần 1 VIÊN VITAMIN MỖI SÁNG – Giúp Loại Bỏ Hẳn Bệnh TIỂU ĐƯỜNG - Ổn Định Đường Huyết Cả Ngày!,642,16300,18464,2025-08-09T11:30:12Z,25M49S,123,2
h9ztHIjEvCM,https://www.youtube.com/watch?v=h9ztHIjEvCM,UCmHWb94bi1kE3HejRRfmHLg,Hi Phim,Personal,Thằng Nhóc Bị Khinh Là Phế Vật Nào Ngờ Bước Lên Sàn Chỉ Một Đấm Hạ Đo Ván Ông Già Chiến Thần Vô Song,567,975000,112580,2025-08-11T04:30:26Z,1H20M28S,13,2
fBG4gA_aKlg,https://www.youtube.com/watch?v=fBG4gA_aKlg,UCO-ew2jukUacGscjB7fg4BQ,Bác Sĩ Của Tuổi Già,Personal,"Người Cao Tuổi: 4 Món Ăn Sáng Giàu Protein Giúp Chân Khỏe, Cơ Bắp Mạnh – Và 4 Món Cấm Bạn Đụng Vào!",86,18500,5241,2025-08-12T04:05:21Z,37M49S,13,2
8eqEfocH83w,https://www.youtube.com/watch?v=8eqEfocH83w,UCrNzSVUgxw6mKd5oB0Ml20w,DINH DƯỠNG 24H,Personal,Ăn Sữa Chua Khi Nào Tốt Nhất? Thời Điểm Vàng Cho Sức Khỏe | DINH DƯỠNG 24H,27,2120,12692,2025-08-12T04:02:48Z,6S,0,2
b0Dn_9mk6dI,https://www.youtube.com/watch?v=b0Dn_9mk6dI,UCkiA1vl1vHm9mSeb6RaUapw,Khanhhoa TUELINH,Personal,"Mỡ máu tăng, đường huyết cao, đừng để ""ngấm ngầm"" mà sinh chuyen #diatima #giaocolam #tuelinh",0,6,1,2025-08-10T14:14:58Z,1M6S,0,2
3WoqklP2VCQ,https://www.youtube.com/watch?v=3WoqklP2VCQ,UCNxZuTrU6rTFsMr2VqS0xKQ,Von Hoai,Personal,"Mỡ máu cao, đường huyết tăng – đừng để ""ngấm ngầm"" mà sinh chuyện  #diatematuelinh",1,5,59,2025-08-11T06:13:11Z,1M3S,0,2
dJSuId1qkYM,https://www.youtube.com/watch?v=dJSuId1qkYM,UCdozy9bn7i2ZpJ-JVwgfcOw,Tiệm Bà Út,Personal,"Cây thù lù(cây tầm bốp) hỗ trợ rất tốt cho những ai đang gặp tình trạng tiểu đường, huyết áp cao.",34,14400,6315,2025-08-11T07:51:35Z,1M9S,0,2
SqohS7QEFsI,https://www.youtube.com/watch?v=SqohS7QEFsI,UCxbnCPKG_zuXSgsFd3ZU_iQ,Alo BacSi,Personal,⚠️ Người Tiểu Đường Nên Hạn Chế Ngay 5 Loại Quả Này!,3,9280,1304,2025-08-12T14:55:47Z,52S,0,2
VyPn6xKMtuw,https://www.youtube.com/watch?v=VyPn6xKMtuw,UCrNzSVUgxw6mKd5oB0Ml20w,DINH DƯỠNG 24H,Personal,Dưa Cải Muối – Ăn Bao Nhiêu Là An Toàn? Lời Khuyên Từ DINH DƯỠNG 24H,40,2120,20613,2025-08-12T05:00:35Z,6S,0,2
KuUpJODU55I,https://www.youtube.com/watch?v=KuUpJODU55I,UCq9Vfxe81ZJgorDR8p6XMqw,KHỎE ĐẸP SONG HÀNH BẮC GIANG,Personal,5 nhóm người nên thường xuyên ăn bí đỏ tốt cho sức khỏe #dinhduong #chamsocsuckhoe #health #suckhoe,16,43,4767,2025-08-11T06:23:47Z,22S,0,2
Hae_rrQnCYk,https://www.youtube.com/watch?v=Hae_rrQnCYk,UCP1wTkiwnC1b6c-fT3ZrA4g,PhimZ,Personal,"Anh Nông Dân Luyện Công Với Viên Linh Châu Lạ, Đột Phá Cảnh Giới Tung Chiêu Hạ Cao Thủ Trên Võ Đài",271,658000,56277,2025-08-12T10:41:13Z,1H32M42S,4,2
pH1oI23rEIY,https://www.youtube.com/watch?v=pH1oI23rEIY,UCq9Vfxe81ZJgorDR8p6XMqw,KHỎE ĐẸP SONG HÀNH BẮC GIANG,Personal,10 loại rau củ quả giàu dinh dưỡng giúp cho giảm mỡ máu  #chamsocsuckhoe  #dinhduong #momau #phunu,5,43,1289,2025-08-12T11:57:20Z,38S,1,2
u35r5dwT_fc,https://www.youtube.com/watch?v=u35r5dwT_fc,UCrWvm9jp07uNA47l9H0TfSA,Yêu Phim,Personal,"Anh Chàng Bảo Vệ Vô Danh Xả Thân Cứu Mạng Nữ Tỷ Phú, Ai Ngờ Được Cầu Hôn Bằng Tài Sản Tiền Tỷ",1913,2920000,393044,2025-08-10T10:01:26Z,1H54M3S,40,2
Auq8NSjbdrU,https://www.youtube.com/watch?v=Auq8NSjbdrU,UCB-WykNPJRObP3c3beiBv2Q,60 70 80 sống khỏe,Personal,BÍ MẬT 2 QUẢ TRỨNG MỖI NGÀY – THAY ĐỔI CƠ THỂ SAU 1 TUẦN | SỨC KHỎE NGƯỜI CAO TUỔI,63,42500,3802,2025-08-13T01:29:00Z,43M59S,9,2
3IpTe-Du-2s,https://www.youtube.com/watch?v=3IpTe-Du-2s,UCT8GfxSPgo29OcJccgFj7eQ,Sức Khoẻ & Cuộc Sống,Personal,Đừng Đo Huyết Áp Nếu Còn Mắc 1 Trong 10 Lỗi Này,117,38100,11088,2025-08-12T06:23:36Z,34M44S,25,2
onONkHq5Vec,https://www.youtube.com/watch?v=onONkHq5Vec,UCMeyp4i8uwvtVm9ad_kFTtg,Sức Khỏe Vàng 68,Personal,Bí Quyết Giữ Gìn Sức Khỏe Toàn Diện | Sức khỏe vàng #ChămSócSứcKhỏe #BảoVệSứcKhỏe #SốngKhỏeMỗiNgày,15,39300,3855,2025-08-13T05:00:49Z,9S,0,2
Yb2FIj0gxck,https://www.youtube.com/watch?v=Yb2FIj0gxck,UCdZA5vI5CR8Njd2Y9882-PQ, Sống vậy mà vui Nguyễn Hạnh,Personal,Chuối sáp,4,190,883,2025-08-13T13:45:03Z,15S,0,2
MnBQ9hcIqJo,https://www.youtube.com/watch?v=MnBQ9hcIqJo,UCGQFzPF00Ttqdm3wDKVqTXg,Do Duc Ngoc,Personal,43-Đố các bác sĩ.Nhiệt kế giải thích đường huyết cao do mất hay thừa năng lượng,152,92400,3137,2022-12-29T03:56:31Z,16M32S,15,2
qJk7NaMm428,https://www.youtube.com/watch?v=qJk7NaMm428,UCGQFzPF00Ttqdm3wDKVqTXg,Do Duc Ngoc,Personal,"Zoom Hỏi Đáp 47  Đường huyết cao không phà̉i bệnh tiểu đường, cần tập không dùng thuốc",140,92400,5503,2021-06-16T18:15:18Z,11M15S,7,2
icPonF9PqGc,https://www.youtube.com/watch?v=icPonF9PqGc,UCwfJwNV2YcLmmM8VqUm2xaQ,Sống Khoẻ Từng Ngày,Personal,Đường Huyết Cao Đừng Bỏ Qua Video Này - Liên Hệ 0366.452.997,0,3,23961,2020-11-19T04:05:48Z,4M30S,0,2
BL4piMAifdE,https://www.youtube.com/watch?v=BL4piMAifdE,UCxMP3jI222jlppTz75PqJUA,Tâm An Group - DLCVN,Personal,TIỂU ĐƯỜNG và ĐƯỜNG HUYẾT CAO có gì khác nhau và GIẢI PHÁP | Hệ Thống D1,44,168000,1879,2021-12-27T11:04:51Z,57M26S,4,2
XWBSzrrlBFg,https://www.youtube.com/watch?v=XWBSzrrlBFg,UCOMskN2D_vfshrGgpL-o55Q,BỆNH VIỆN ĐA KHOA MEDLATEC,Personal,Bác sĩ hướng dẫn phân biệt tiểu đường type 1 và tiểu đường type 2,29,86300,3414,2025-05-20T08:15:51Z,1M25S,0,3
s5-NeN97uuE,https://www.youtube.com/watch?v=s5-NeN97uuE,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Mắc bệnh tiểu đường type 1 hay type 2 nặng hơn? | Báo Lao Động,2,984000,444,2024-12-22T10:45:05Z,53S,0,3
N-gQS8ypmMQ,https://www.youtube.com/watch?v=N-gQS8ypmMQ,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Cách Nhận Biết Bệnh Tiểu Đường Tuýp 1 Và Tuýp 2 | Dr Ngọc,690,1310000,57763,2023-10-16T05:00:09Z,4M12S,107,3
Ct1uwOhbPMo,https://www.youtube.com/watch?v=Ct1uwOhbPMo,UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khỏe & Đời sống,Personal,Sự khác nhau giữa đái tháo đường tuýp 1 và tuýp 2 là gì? | SKĐS,17,3000000,2376,2024-11-18T02:00:06Z,5M12S,0,3
w_XNzNoLPq8,https://www.youtube.com/watch?v=w_XNzNoLPq8,UClZZdvv78ltdyE9sYdcWh9Q,Bác Sĩ Chính Mình,Personal,"CÁCH NHẬN BIẾT TIỂU ĐƯỜNG TYPE 1, TYPE 2 KHÁC NHAU NHƯ THẾ NÀO?",23,117000,614,2023-03-18T01:24:54Z,3M34S,2,3
Y0CrrpmlYM8,https://www.youtube.com/watch?v=Y0CrrpmlYM8,UCLXwTlUcQi4LGH5sq_fyMAg,LONG AN TV,Personal,Bệnh Tiểu Đường Type 1 | Sức Khỏe Là Vàng | LONG AN TV,2,349000,615,2018-12-10T08:08:23Z,9M9S,0,3
yB8QYIeojKM,https://www.youtube.com/watch?v=yB8QYIeojKM,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Dấu hiệu cảnh báo sớm của bệnh tiểu đường loại 1 so với loại 2 | Báo Lao Động,33,984000,11403,2024-07-12T08:13:54Z,42S,0,3
I4oIxQMwYsU,https://www.youtube.com/watch?v=I4oIxQMwYsU,UCpfNT4Shp-UJ8Dbzowm_YRQ,Bệnh Viện Đa Khoa Tâm Anh,Personal,Phân biệt đái tháo đường tuýp 1 và đái tháo đường tuýp 2#shorts,303,85500,28305,2023-02-07T13:57:19Z,57S,3,3
iHX8Gem7KyQ,https://www.youtube.com/watch?v=iHX8Gem7KyQ,UCWRwpZ0mKqbqI9O8D-r84cg,Bác Sĩ Của Bé,Personal,"TUYỆT VỜI! BỆNH TIỂU ĐƯỜNG: Dấu Hiệu, Nguyên Nhân và Cách Phòng Ngừa Hiệu Quả",5,15,29,2025-08-11T12:01:24Z,5M19S,1,3
HlPywUbtCdU,https://www.youtube.com/watch?v=HlPywUbtCdU,UCAgehYjUxNc7vHpf3F06mXQ,Video AloBacsi,Personal,So sánh sự nguy hiểm của tiểu đường type 1 và type 2,42,1650000,9357,2019-03-28T05:27:09Z,1M3S,3,3
zDchpft9YA0,https://www.youtube.com/watch?v=zDchpft9YA0,UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khỏe & Đời sống,Personal,Covid-19 Làm Tăng Nguy Cơ Mắc Bệnh Đái Tháo Đường Type 1 Ở Trẻ Em | SKĐS,6,3000000,1043,2022-09-29T02:00:13Z,2M55S,0,3
UwJIOWbdr_U,https://www.youtube.com/watch?v=UwJIOWbdr_U,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,Dấu hiệu tiểu đường - đừng bỏ qua,0,723000,382416,2022-06-21T13:00:14Z,3M49S,146,3
zKNkN08szXI,https://www.youtube.com/watch?v=zKNkN08szXI,UCNbodx_2BbN_FzbO4_4NG0g,IVIE - BÁC SĨ ƠI,Personal,"Bệnh tiểu đường loại 1: Dấu hiệu, triệu chứng, và điều trị",85,3600,16455,2021-06-29T02:00:08Z,2M53S,5,3
Yga_jgXMlf4,https://www.youtube.com/watch?v=Yga_jgXMlf4,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,Biến chứng nguy hiểm của bệnh đái tháo đường,0,723000,3102489,2023-06-01T13:00:33Z,4M32S,21,3
vH1lzcCyVVQ,https://www.youtube.com/watch?v=vH1lzcCyVVQ,UCnvRguki7Lg9Xix4GvtqQ5A,ihope,Personal,Tiểu đường tuýp 1,5,1570,778,2021-04-19T02:56:51Z,5M22S,1,3
5T7gsyxyrmc,https://www.youtube.com/watch?v=5T7gsyxyrmc,UC_ENX1bEnmdo4FOaA8buaAw,Hidichi - Mua Sắm Tiết Kiệm - Giá Rẻ Cho Mọi Nhà!,Personal,Điều Trị Bệnh Tiểu Đường Type 1 và 2 – Thanh Đường Gamosa – Hỗ Trợ Điều Trị Bệnh Tiểu Đường,0,632,680,2018-10-04T07:25:33Z,3M12S,4,3
nE9Vwf0NA0A,https://www.youtube.com/watch?v=nE9Vwf0NA0A,UCct2g5hB_fPavwUseYXG_6g,Bệnh viện Đại học Y dược TP.HCM,Personal,"ĐIỀU TRỊ BỆNH TIỂU ĐƯỜNG, CÁC PHƯƠNG PHÁP ĐIỀU TRỊ MỚI NHẤT HIỆN NAY",444,191000,64584,2023-10-27T08:38:49Z,13M50S,22,3
TLYB8g66A_k,https://www.youtube.com/watch?v=TLYB8g66A_k,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,Điều trị tiểu đường bằng cây đinh lăng? | VTC16,310,1890000,105566,2023-11-16T09:57:00Z,11M13S,26,3
CQfaZwgx8O4,https://www.youtube.com/watch?v=CQfaZwgx8O4,UCMTgeYcN03bd3Sy4JFQD3YA,Diệp Thảo ShangHai,Personal,"DI ĐƯỜNG AN - Dùng cho người mắc bệnh tiểu đường type 1, type 2 #shortvideo #trending #tieuduong",0,899,84,2023-11-26T13:00:11Z,1M,0,3
gZhChfwmBYM,https://www.youtube.com/watch?v=gZhChfwmBYM,UCayjJ3mBmH7N0eX8Qb7kIsw,BV Hoan My Saigon,Personal,Chế độ ăn cho người bệnh tiểu đường (đái tháo đường) và những thực phẩm cần kiêng ăn | Khoa Nội tiết,2568,128000,484450,2020-10-14T21:06:04Z,1H3M3S,165,3
_y41v5tcwMg,https://www.youtube.com/watch?v=_y41v5tcwMg,UCayjJ3mBmH7N0eX8Qb7kIsw,BV Hoan My Saigon,Personal,Chẩn đoán và điều trị đái tháo đường type 2 (tiểu đường tuýp 2) | Khoa Nội tiết,737,128000,144893,2020-05-26T21:02:05Z,57M54S,62,3
lsL2gpzrA6A,https://www.youtube.com/watch?v=lsL2gpzrA6A,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,6 Cách Đảo Ngược Tiền Tiểu Đường Không Cần Dùng Thuốc | Dr Ngọc,2858,1310000,185469,2023-03-08T13:30:07Z,6M44S,317,3
WcI6NAymuNI,https://www.youtube.com/watch?v=WcI6NAymuNI,UCinkijG72G87sn-mtaFJTbA,KÊNH VTC14,Personal,Trẻ 8 tuổi nhập viện vì tiểu đường type 1 nặng | VTC14,35,3430000,26766,2023-02-13T09:34:37Z,1M17S,0,3
MQWObS6pFXM,https://www.youtube.com/watch?v=MQWObS6pFXM,UCbASh_T7D9xeezVtyiKt6CA,Khanh Duong,Personal,Video 7 - Điều trị đái tháo đường type 1,362,78900,32402,2023-02-24T06:19:46Z,1H53M3S,26,3
EsCDfXWgQ-w,https://www.youtube.com/watch?v=EsCDfXWgQ-w,UCkUgUwqHmGVx2jzUeaMyQdA,Minh Duc Vu Official,Organization,TIỂU ĐƯỜNG TÍP 1️⃣ & TÍP 2️⃣ ⚡️ LOẠI NÀO NẶNG HƠN❓| BS.CK2. VŨ MINH ĐỨC (PK GOLDEN CARE),8451,237000,588763,2021-10-26T06:00:14Z,29M42S,817,3
jOHt-_0f7V0,https://www.youtube.com/watch?v=jOHt-_0f7V0,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,5 Điều Cần Biết Về Bệnh Tiền Tiểu Đường | Dr Ngọc,3557,1310000,213564,2023-03-09T06:30:08Z,12M25S,888,3
gBWYEG6fnt8,https://www.youtube.com/watch?v=gBWYEG6fnt8,UCg_uv-kUvUfTfv6KLa1dnVw,Hội Phổi Việt Nam,Personal,"VILA - Hướng dẫn điều trị tiểu đường type 1,2. Lưu ý điều trị tiểu đường bệnh nhân lao kháng thuốc",2,13200,120,2022-03-11T06:00:19Z,48M9S,0,3
rLRRgI8OXA8,https://www.youtube.com/watch?v=rLRRgI8OXA8,UCRdD55JrlRDzHeec3bKrH4g,VOA Tiếng Việt,Personal,Vắc-xin BCG có thể đảo ngược bệnh tiểu đường loại 1,10,1760000,8844,2012-08-30T03:06:09Z,2M41S,1,3
_vny22CiIxI,https://www.youtube.com/watch?v=_vny22CiIxI,UCyC4gCgS2BCTDvRJipdSP5Q,Khanh Duong MD,Personal,Thế nào là đái tháo đường type 1 và type 2?,428,21600,18255,2020-11-08T08:14:43Z,11M40S,38,3
lH9t02JHB1U,https://www.youtube.com/watch?v=lH9t02JHB1U,UCWfSYqkTHb-hBdtCYWKFBsQ,Trạm Tin Đó Đây,Personal,Barbie ra mắt búp bê mắc bệnh tiểu đường type 1,2,16200,548,2025-07-09T07:33:36Z,2M18S,0,3
S2Ia7nazNqs,https://www.youtube.com/watch?v=S2Ia7nazNqs,UCj4fwpXgw-jyiZ4TPAdChbw,OsmosisVietnamese,Personal,Đái tháo đường,3502,119000,303017,2017-07-14T13:33:14Z,17M53S,119,3
BcsQYt4Bcs8,https://www.youtube.com/watch?v=BcsQYt4Bcs8,UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khỏe & Đời sống,Personal,"Tác Dụng Của Trà, Cà Phê Với Bệnh Tiểu Đường | SKĐS",324,3000000,107434,2023-05-02T08:45:01Z,1M54S,0,3
i5-88mQ3kUU,https://www.youtube.com/watch?v=i5-88mQ3kUU,UCpfNT4Shp-UJ8Dbzowm_YRQ,Bệnh Viện Đa Khoa Tâm Anh,Personal,Đái tháo đường (tiểu đường) ở trẻ em là gì? Biến chứng và cách điều trị bệnh | BVĐK Tâm Anh,12,85500,1649,2023-06-29T08:00:15Z,3M31S,4,3
qPIKBYWuBKo,https://www.youtube.com/watch?v=qPIKBYWuBKo,UCmL5XFrOPUPfPznIVsUcTMA,ĐÔNG DƯỢC NESFACO,Personal,Chị tiểu đường type 1 uống được không #bepharin #tiểuđường #apharin,7,11500,411,2025-02-11T00:38:06Z,53S,0,3
mm97WhnITLo,https://www.youtube.com/watch?v=mm97WhnITLo,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,6 Điều Bạn Cần Biết Về Bệnh Lý Tiểu Đường | Dr Ngọc,2982,1310000,244478,2023-02-16T04:00:11Z,16M8S,408,3
2kg79P_bODU,https://www.youtube.com/watch?v=2kg79P_bODU,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,Chỉ số đường huyết bình thường và bảng đo đường huyết trước/ sau ăn,0,723000,308081,2021-03-04T15:31:51Z,2M45S,121,3
eA_X0evEUBg,https://www.youtube.com/watch?v=eA_X0evEUBg,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,Đừng lơ là - Trẻ em cũng có thể mắc bệnh tiểu đường!!!,0,723000,3968,2022-07-03T13:00:32Z,3M12S,0,3
